movie_id
482600
387824
700979
619433
1190586
766836
699172
698343
351523
390845
707610
50270
587727
534171
481871
55580
308624
19173
61108
40108
387844
828769
458353
1099639
387820
471413
490189
791128
418580
717132
347158
723389
455761
700267
554776
1261947
453133
603921
708981
727209
265204
1016114
996000
1224028
1023927
1012939
683764
1261895
1016261
1258294
1006751
234565
1245176
1015531
1169600
235360
1026135
234078
1018293
527617
1010349
864062
1005119
878568
857388
554247
234560
362190
698714
1007957
775768
1013068
143473
1010824
151187
1247940
1245434
235303
1169871
1005565
999731
1169619
853322
452232
281014
233924
796119
785712
587114
1224352
1284694
1256279
1240573
1005131
667881
1016798
1339019
1251887
1244638
1014735
1018470
1257295
1226772
1258399
1248458
665222
1258303
233980
998149
399892
1329081
102890
234476
1076103
1013353
997757
948236
1002414
234594
234509
1025779
960554
664493
235342
1015960
315294
234069
354079
143474
234085
1027952
233931
235349
1011758
1008280
938594
234623
1328668
1284693
986833
742360
241631
1073782
1329620
1258306
174024
1076994
1262137
864085
610242
400739
1073793
1027871
696012
551383
687895
1243095
1012141
586215
1004610
1027520
668572
490827
1209914
1023555
671462
1243837
234619
1263190
1280734
981776
1003261
1280649
1008287
986828
666964
234550
587113
213867
1071757
1027904
1277878
354087
604678
247045
234625
1248474
64670
1226627
1006373
1027162
945166
634258
796106
1240584
351203
579118
259545
1262132
1243097
1244589
1025416
406752
235284
1224358
958191
998632
1329306
589271
960335
1013706
1027691
1062434
234073
320255
1021183
652698
540494
407552
1027977
1284995
960212
1011468
568476
405327
959898
634220
864039
476333
1003268
535177
87888
1024335
1115463
551379
233650
1073364
960365
1244051
1245544
274291
1248390
660653
505283
511652
362865
560210
482059
495979
710692
651045
701944
1239122
538335
387810
408349
1229007
458354
1254604
660803
1027591
1007954
1280674
1280657
1019268
610465
235359
234062
757318
235366
986531
1213213
964445
999061
379236
1015170
989419
497841
1102917
1247414
982143
830882
1284977
541566
1251307
1244594
990767
989470
1025408
724364
526398
1328670
1085637
943036
416365
796879
701536
1284743
1009850
233926
666768
351210
1263688
1138761
1224955
239648
429287
1248470
1074580
978628
976095
607994
508718
1283680
233966
1019995
998174
1012947
1258403
949734
80401
235301
1280728
1002847
383088
1027917
228809
746647
235333
716273
1263307
1258241
995614
985930
699151
172798
667287
904444
653031
398871
354108
267180
995612
943020
1259275
977473
1000374
864090
1018662
568474
235363
165517
720275
276877
1225670
734097
559634
721610
611246
1329590
1027233
1024667
1018325
233957
234614
321829
977151
191547
1026441
1000794
796110
415631
597389
1246959
235311
185710
962050
531272
1027909
971476
634212
1013375
1007080
1329295
1256309
531271
1018308
682343
577015
1253803
1243889
992437
973148
549643
1258229
234557
233951
1243896
355663
1072970
1242986
1027390
1015952
947463
1132830
1006032
667032
649863
589194
1261886
1052760
1258263
993540
591545
1069078
864093
1024331
994736
398906
1222883
726773
998141
398889
1016082
452225
1285155
980208
1006014
992354
947905
1256270
1030660
354086
999720
1077370
903980
256723
549637
1258274
1262739
668098
1244585
1261881
1242945
998624
984204
852414
642133
725405
860393
1225496
235372
234618
856796
1264069
234540
1015177
368167
1242940
398935
387843
1016011
682826
575320
495112
653127
493125
677115
419329
559563
450636
963261
481840
948635
398221
666950
538338
694940
679910
723562
1027673
1027223
960381
354646
1244056
1214174
712525
398887
234604
49433
1262394
1168959
336171
970156
710362
598691
974801
986819
664736
1003793
864110
796088
234048
234494
1238490
1284691
1244651
1240596
1227122
864080
667570
540134
1027481
290242
1022858
1258776
1008628
126397
1069079
1017419
722085
1016165
809920
801425
1244640
973132
438607
864087
1242977
982893
617140
1258233
1243010
1072270
1277138
857410
372338
856819
541570
1046971
1018292
1329051
997766
972431
1280667
667029
1075167
656267
987110
984543
980588
1258290
1258282
551376
233520
877107
1004629
949367
1170008
723845
1015519
1009875
737057
398902
997785
975582
1329060
1284158
607244
